Run	actual_sex	actual_sex_zw	SCiMS sample ID	Rx	Ry
S26F1000000	female	male	S26F1000000	0.8542	0.0126
S26M150	male	female	S26M150	0.5747	0.9089
S26M200	male	female	S26M200	0.2092	0
S26M250	male	female	S26M250	0.6776	0
S26M300	male	female	S26M300	0.515	0.5453
S26M350	male	female	S26M350	0.4458	0
S26M400	male	female	S26M400	0.4332	0
S26M450	male	female	S26M450	0.7342	0
S26M1000	male	female	S26M1000	0.341	0.4958
S26M5000	male	female	S26M5000	0.4212	0.3958
S26M10000	male	female	S26M10000	0.4507	0.4611
S26M100000	male	female	S26M100000	0.4321	0.4978
S26M1000000	male	female	S26M1000000	0.4233	0.4814
S27F150	female	male	S27F150	0.7296	0
S27F250	female	male	S27F250	0.7271	0
S27F300	female	male	S27F300	0.2841	0
S27F350	female	male	S27F350	1.0717	0
S27F400	female	male	S27F400	0.4486	0
S27F450	female	male	S27F450	0.4878	0
S27F1000	female	male	S27F1000	0.729	0
S27F5000	female	male	S27F5000	0.9629	0
S27F10000	female	male	S27F10000	0.837	0.0431
S27F100000	female	male	S27F100000	0.859	0.0128
S27F1000000	female	male	S27F1000000	0.8543	0.0137
S27M150	male	female	S27M150	0	2.7267
S27M200	male	female	S27M200	0.2026	1.3633
S27M250	male	female	S27M250	0.5855	1.0907
S27M300	male	female	S27M300	0.485	0.5453
S27M350	male	female	S27M350	0.2497	0.9089
S27M400	male	female	S27M400	0.2019	0.9089
S27M450	male	female	S27M450	0.1725	0.9089
S27M1000	male	female	S27M1000	0.268	0.818
S27M5000	male	female	S27M5000	0.503	0.2948
S27M10000	male	female	S27M10000	0.4487	0.4411
S27M100000	male	female	S27M100000	0.4111	0.4788
S27M1000000	male	female	S27M1000000	0.419	0.4826
S28F200	female	male	S28F200	1.4022	0
S28F250	female	male	S28F250	0.1933	0
S28F300	female	male	S28F300	0.8381	0
S28F350	female	male	S28F350	0.3903	0
S28F400	female	male	S28F400	0.5741	0
S28F450	female	male	S28F450	0.863	0
S28F1000	female	male	S28F1000	1.0687	0
S28F5000	female	male	S28F5000	1.0155	0.0237
S28F10000	female	male	S28F10000	0.8936	0.0138
S28F100000	female	male	S28F100000	0.8545	0.0185
S28F1000000	female	male	S28F1000000	0.8436	0.0133
S28M150	male	female	S28M150	0	2.7267
S28M200	male	female	S28M200	0.5843	0
S28M250	male	female	S28M250	0.3057	1.3633
S28M300	male	female	S28M300	0.1378	0
S28M350	male	female	S28M350	0.3546	0.6817
S28M400	male	female	S28M400	0.2197	0
S28M450	male	female	S28M450	0.7153	0.818
S28M1000	male	female	S28M1000	0.4222	0.5843
S28M5000	male	female	S28M5000	0.4363	0.4544
S28M10000	male	female	S28M10000	0.409	0.5244
S28M100000	male	female	S28M100000	0.4141	0.453
S28M1000000	male	female	S28M1000000	0.4162	0.478
S29F150	female	male	S29F150	0.6575	0
S29F200	female	male	S29F200	0.6171	0
S29F250	female	male	S29F250	0.6955	0
S29F300	female	male	S29F300	0.9435	0
S29F350	female	male	S29F350	0.9435	0
S29F400	female	male	S29F400	0.7301	0
S29F450	female	male	S29F450	0.2834	0
S29F1000	female	male	S29F1000	0.8151	0
S29F5000	female	male	S29F5000	0.681	0
S29F10000	female	male	S29F10000	0.8023	0.0149
S29F100000	female	male	S29F100000	0.8222	0.0178
S29F1000000	female	male	S29F1000000	0.8468	0.0131
S29M200	male	female	S29M200	0.6003	0.6817
S29M250	male	female	S29M250	1.0085	0
S29M300	male	female	S29M300	0.1404	1.3633
S29M350	male	female	S29M350	0.3512	0
S29M400	male	female	S29M400	0.3723	0.5453
S29M450	male	female	S29M450	0.5427	0.9089
S29M1000	male	female	S29M1000	0.5156	0.6416
S29M5000	male	female	S29M5000	0.4825	0.4109
S29M10000	male	female	S29M10000	0.3818	0.3652
S29M100000	male	female	S29M100000	0.4295	0.4324
S29M1000000	male	female	S29M1000000	0.4236	0.481
S30F150	female	male	S30F150	1.9813	0
S30F200	female	male	S30F200	0.478	0
S30F250	female	male	S30F250	0.8635	0
S30F300	female	male	S30F300	0.8367	0
S30F350	female	male	S30F350	0.9852	0
S30F400	female	male	S30F400	0.8032	0
S30F450	female	male	S30F450	0.8684	0
S30F1000	female	male	S30F1000	1.3276	0
S30F5000	female	male	S30F5000	0.8338	0
S30F10000	female	male	S30F10000	0.8298	0.0145
S30F100000	female	male	S30F100000	0.8363	0.0132
S30F1000000	female	male	S30F1000000	0.8506	0.0145
S30M150	male	female	S30M150	0.2388	1.3633
S30M200	male	female	S30M200	0.9164	0.5453
S30M250	male	female	S30M250	0.1906	0
S30M300	male	female	S30M300	0.2583	0
S30M350	male	female	S30M350	0.6883	0.6817
S30M400	male	female	S30M400	0.1817	0
S30M450	male	female	S30M450	0.3934	0
S30M1000	male	female	S30M1000	0.2749	0.818
S30M5000	male	female	S30M5000	0.4668	0.4544
S30M10000	male	female	S30M10000	0.3786	0.3652
S30M100000	male	female	S30M100000	0.4379	0.4565
S30M1000000	male	female	S30M1000000	0.4144	0.4923
S31F150	female	male	S31F150	1.1434	0
S31F200	female	male	S31F200	1.0444	0
S31F250	female	male	S31F250	1.5471	0
S31F300	female	male	S31F300	0.6054	0
S31F350	female	male	S31F350	0.5442	0
S31F400	female	male	S31F400	0.7405	0
S31F450	female	male	S31F450	0.6043	0
S31F1000	female	male	S31F1000	0.8187	0
S31F5000	female	male	S31F5000	0.8347	0
S31F10000	female	male	S31F10000	0.8867	0
S31F100000	female	male	S31F100000	0.8357	0.0161
S31F1000000	female	male	S31F1000000	0.8475	0.0134
S31M150	male	female	S31M150	0.5043	0
S31M200	male	female	S31M200	0.3864	1.3633
S31M250	male	female	S31M250	0.3281	0
S31M300	male	female	S31M300	0.2776	0
S31M350	male	female	S31M350	0.5358	0.4544
S31M400	male	female	S31M400	0.3112	1.0907
S31M450	male	female	S31M450	0.4929	0.6817
S31M1000	male	female	S31M1000	0.5879	0.1704
S31M5000	male	female	S31M5000	0.4672	0.5453
S31M10000	male	female	S31M10000	0.4243	0.3129
S31M100000	male	female	S31M100000	0.4182	0.4885
S31M1000000	male	female	S31M1000000	0.4195	0.4818
S32F150	female	male	S32F150	1.4197	0
S32F200	female	male	S32F200	0.2468	0
S32F250	female	male	S32F250	0.539	0
S32F300	female	male	S32F300	0.6403	0
S32F350	female	male	S32F350	1.1735	0
S32F400	female	male	S32F400	1.2952	0
S32F450	female	male	S32F450	0.6369	0
S32F1000	female	male	S32F1000	0.6035	0
S32F5000	female	male	S32F5000	0.8837	0
S32F10000	female	male	S32F10000	0.8588	0
S32F100000	female	male	S32F100000	0.8642	0.0114
S32F1000000	female	male	S32F1000000	0.8473	0.0127
S32M150	male	female	S32M150	0.7623	0
S32M200	male	female	S32M200	0.5785	0.6817
S32M250	male	female	S32M250	0.7884	0.4544
S32M300	male	female	S32M300	0.1293	0
S32M350	male	female	S32M350	0.1107	0
S32M400	male	female	S32M400	0.4379	0.5453
S32M450	male	female	S32M450	0.4984	0.3895
S32M1000	male	female	S32M1000	0.508	0.3636
S32M5000	male	female	S32M5000	0.3357	0.6697
S32M10000	male	female	S32M10000	0.426	0.5453
S32M100000	male	female	S32M100000	0.4228	0.4729
S32M1000000	male	female	S32M1000000	0.419	0.4787
S33F200	female	male	S33F200	0.59	0
S33F250	female	male	S33F250	0.1671	0
S33F300	female	male	S33F300	1.1854	0
S33F350	female	male	S33F350	1.4463	0
S33F400	female	male	S33F400	1.1212	0
S33F450	female	male	S33F450	0.6649	0
S33F1000	female	male	S33F1000	0.8639	0.1363
S33F5000	female	male	S33F5000	1.0283	0.0235
S33F10000	female	male	S33F10000	0.8849	0.0281
S33F100000	female	male	S33F100000	0.843	0.0129
S33F1000000	female	male	S33F1000000	0.8485	0.0134
S33M200	male	female	S33M200	0.6747	0
S33M250	male	female	S33M250	0.6115	0
S33M300	male	female	S33M300	0.3678	0
S33M350	male	female	S33M350	0.4229	0
S33M400	male	female	S33M400	0.6083	0
S33M450	male	female	S33M450	0.6217	0.3408
S33M1000	male	female	S33M1000	0.5049	0.6416
S33M5000	male	female	S33M5000	0.3501	0.4277
S33M10000	male	female	S33M10000	0.5733	0.3872
S33M100000	male	female	S33M100000	0.414	0.4896
S33M1000000	male	female	S33M1000000	0.4187	0.4806
S34F150	female	male	S34F150	0.301	0
S34F200	female	male	S34F200	0.7824	0
S34F250	female	male	S34F250	0.5028	0
S34F300	female	male	S34F300	0.8627	0
S34F350	female	male	S34F350	0.6121	0.4544
S34F400	female	male	S34F400	0.7573	0
S34F450	female	male	S34F450	0.7372	0
S34F1000	female	male	S34F1000	0.8459	0
S34F5000	female	male	S34F5000	0.8919	0
S34F10000	female	male	S34F10000	0.8048	0.0454
S34F100000	female	male	S34F100000	0.8625	0.0014
S34F1000000	female	male	S34F1000000	0.8383	0.0131
S34M150	male	female	S34M150	0.5559	0
S34M200	male	female	S34M200	0.7793	0.5453
S34M250	male	female	S34M250	0.5222	0.6817
S34M300	male	female	S34M300	0.2492	0
S34M350	male	female	S34M350	0.4101	0
S34M400	male	female	S34M400	0.2228	0
S34M450	male	female	S34M450	0.4706	0.4544
S34M1000	male	female	S34M1000	0.6296	0.574
S34M5000	male	female	S34M5000	0.4197	0.6015
S34M10000	male	female	S34M10000	0.3563	0.5406
S34M100000	male	female	S34M100000	0.4306	0.4877
S34M1000000	male	female	S34M1000000	0.42	0.4778
S35F150	female	male	S35F150	2.0056	0
S35F200	female	male	S35F200	0.2083	0
S35F250	female	male	S35F250	0.7695	0
S35F300	female	male	S35F300	1.1753	0
S35F350	female	male	S35F350	1.0059	0
S35F400	female	male	S35F400	0.8565	0
S35F450	female	male	S35F450	0.6643	0
S35F1000	female	male	S35F1000	1.1157	0
S35F5000	female	male	S35F5000	0.8216	0
S35F10000	female	male	S35F10000	0.8858	0
S35F100000	female	male	S35F100000	0.8841	0.0137
S35F1000000	female	male	S35F1000000	0.8501	0.0149
S35M150	male	female	S35M150	0	2.7267
S35M200	male	female	S35M200	0.7888	0.5453
S35M250	male	female	S35M250	0.7459	0.7791
S35M300	male	female	S35M300	0.555	0.5453
S35M350	male	female	S35M350	0.1056	1.8178
S35M400	male	female	S35M400	0.439	0.4544
S35M450	male	female	S35M450	1.0233	0.2479
S35M1000	male	female	S35M1000	0.4564	0.4195
S35M5000	male	female	S35M5000	0.4932	0.5382
S35M10000	male	female	S35M10000	0.4805	0.3814
S35M100000	male	female	S35M100000	0.4302	0.4624
S35M1000000	male	female	S35M1000000	0.4205	0.4882
S36F150	female	male	S36F150	0.3162	0
S36F200	female	male	S36F200	1.805	0
S36F250	female	male	S36F250	0.9045	0
S36F300	female	male	S36F300	1.0921	0
S36F350	female	male	S36F350	0.262	0
S36F400	female	male	S36F400	0.8415	0
S36F450	female	male	S36F450	0.9866	0
S36F1000	female	male	S36F1000	0.7357	0
S36F5000	female	male	S36F5000	0.7836	0
S36F10000	female	male	S36F10000	0.8725	0.0417
S36F100000	female	male	S36F100000	0.8492	0.013
S36F1000000	female	male	S36F1000000	0.8474	0.0127
S36M200	male	female	S36M200	0.7285	0
S36M250	male	female	S36M250	0.6635	0
S36M300	male	female	S36M300	0.4179	0
S36M350	male	female	S36M350	0.4841	0
S36M400	male	female	S36M400	0.6264	0.3895
S36M450	male	female	S36M450	0.511	1.0907
S36M1000	male	female	S36M1000	0.4691	0.3895
S36M5000	male	female	S36M5000	0.4106	0.2311
S36M10000	male	female	S36M10000	0.4447	0.51
S36M100000	male	female	S36M100000	0.4364	0.5016
S36M1000000	male	female	S36M1000000	0.4171	0.4887
S37F150	female	male	S37F150	0.762	0
S37F200	female	male	S37F200	0.6109	0
S37F250	female	male	S37F250	1.3667	0
S37F300	female	male	S37F300	0.8239	0
S37F350	female	male	S37F350	0.8931	0
S37F400	female	male	S37F400	0.3432	0
S37F450	female	male	S37F450	1.023	0
S37F1000	female	male	S37F1000	0.7353	0.1435
S37F5000	female	male	S37F5000	0.912	0
S37F10000	female	male	S37F10000	0.914	0
S37F100000	female	male	S37F100000	0.8605	0.0057
S37F1000000	female	male	S37F1000000	0.8508	0.0121
S37M150	male	female	S37M150	0.4473	0
S37M200	male	female	S37M200	0	2.7267
S37M250	male	female	S37M250	0.272	0
S37M300	male	female	S37M300	0	2.7267
S37M350	male	female	S37M350	0.3266	0.6817
S37M400	male	female	S37M400	0.2	1.3633
S37M450	male	female	S37M450	0.6133	0.3408
S37M1000	male	female	S37M1000	0.1578	0.9089
S37M5000	male	female	S37M5000	0.4727	0.4608
S37M10000	male	female	S37M10000	0.3814	0.4853
S37M100000	male	female	S37M100000	0.4127	0.4516
S37M1000000	male	female	S37M1000000	0.414	0.4885
S38F150	female	male	S38F150	1.0618	0
S38F200	female	male	S38F200	0.9534	0
S38F250	female	male	S38F250	0.6886	0
S38F300	female	male	S38F300	0.7167	0
S38F350	female	male	S38F350	1.0938	0
S38F400	female	male	S38F400	0.7852	0
S38F450	female	male	S38F450	0.6468	0
S38F1000	female	male	S38F1000	1.0079	0
S38F5000	female	male	S38F5000	0.9027	0
S38F10000	female	male	S38F10000	0.8106	0
S38F100000	female	male	S38F100000	0.8378	0.0189
S38F1000000	female	male	S38F1000000	0.8412	0.0133
S38M150	male	female	S38M150	0.2762	0
S38M200	male	female	S38M200	0.2103	0
S38M250	male	female	S38M250	0.3222	0
S38M300	male	female	S38M300	0.2681	0
S38M350	male	female	S38M350	0.2331	0.9089
S38M400	male	female	S38M400	0.4522	0
S38M450	male	female	S38M450	0.4287	0
S38M1000	male	female	S38M1000	0.2863	0.3408
S38M5000	male	female	S38M5000	0.3899	0.6712
S38M10000	male	female	S38M10000	0.4672	0.5008
S38M100000	male	female	S38M100000	0.413	0.5177
S38M1000000	male	female	S38M1000000	0.4196	0.487
S39F150	female	male	S39F150	1.0045	0
S39F200	female	male	S39F200	1.6309	0
S39F250	female	male	S39F250	0.6237	0
S39F300	female	male	S39F300	0.9979	0
S39F350	female	male	S39F350	1.4559	0
S39F400	female	male	S39F400	0.5708	0
S39F450	female	male	S39F450	0.8288	0
S39F1000	female	male	S39F1000	1.0525	0
S39F5000	female	male	S39F5000	0.7281	0.0333
S39F10000	female	male	S39F10000	0.801	0.0303
S39F100000	female	male	S39F100000	0.8399	0.0073
S39F1000000	female	male	S39F1000000	0.8499	0.0149
S39M150	male	female	S39M150	0.7835	0
S39M200	male	female	S39M200	0.2122	0
S39M250	male	female	S39M250	0.3172	0
S39M300	male	female	S39M300	0.5384	0.5453
S39M350	male	female	S39M350	0.2301	0.9089
S39M400	male	female	S39M400	0.2757	0.6817
S39M450	male	female	S39M450	0.5289	0
S39M1000	male	female	S39M1000	0.3724	0.2727
S39M5000	male	female	S39M5000	0.3789	0.4231
S39M10000	male	female	S39M10000	0.432	0.5251
S39M100000	male	female	S39M100000	0.4087	0.5305
S39M1000000	male	female	S39M1000000	0.4148	0.4927
S40F200	female	male	S40F200	0.2197	0
S40F250	female	male	S40F250	0.839	0
S40F300	female	male	S40F300	1.0709	0
S40F350	female	male	S40F350	1.4058	0
S40F400	female	male	S40F400	1.345	0
S40F450	female	male	S40F450	0.7297	0
S40F1000	female	male	S40F1000	1.0038	0
S40F5000	female	male	S40F5000	0.6816	0
S40F10000	female	male	S40F10000	0.7363	0
S40F100000	female	male	S40F100000	0.8137	0.0075
S40F1000000	female	male	S40F1000000	0.8354	0.0133
S40M150	male	female	S40M150	0.2795	1.3633
S40M200	male	female	S40M200	0.4174	0.9089
S40M250	male	female	S40M250	0.1607	1.3633
S40M300	male	female	S40M300	0.1501	0
S40M350	male	female	S40M350	0.3597	0
S40M400	male	female	S40M400	0.2578	0.6817
S40M450	male	female	S40M450	0.2411	0
S40M1000	male	female	S40M1000	0.5404	0.3408
S40M5000	male	female	S40M5000	0.395	0.4761
S40M10000	male	female	S40M10000	0.3855	0.6709
S40M100000	male	female	S40M100000	0.4021	0.5123
S40M1000000	male	female	S40M1000000	0.4166	0.4874
S41F150	female	male	S41F150	0.4873	0
S41F200	female	male	S41F200	1.3623	0
S41F250	female	male	S41F250	0.9057	0
S41F300	female	male	S41F300	1.2045	0
S41F350	female	male	S41F350	0.4282	0
S41F400	female	male	S41F400	1.0152	0
S41F450	female	male	S41F450	0.9978	0.2479
S41F1000	female	male	S41F1000	0.8216	0
S41F5000	female	male	S41F5000	0.9199	0
S41F10000	female	male	S41F10000	0.8047	0
S41F100000	female	male	S41F100000	0.8481	0.0087
S41F1000000	female	male	S41F1000000	0.8534	0.0123
S41M150	male	female	S41M150	0.2614	1.3633
S41M200	male	female	S41M200	0.3912	0.9089
S41M250	male	female	S41M250	0.3411	0
S41M300	male	female	S41M300	0.7981	0.3895
S41M350	male	female	S41M350	0.3172	0
S41M400	male	female	S41M400	0.3854	0.5453
S41M450	male	female	S41M450	0	2.7267
S41M1000	male	female	S41M1000	0.3013	0.303
S41M5000	male	female	S41M5000	0.4369	0.3834
S41M10000	male	female	S41M10000	0.486	0.4137
S41M100000	male	female	S41M100000	0.4266	0.4859
S41M1000000	male	female	S41M1000000	0.4169	0.4862
S42F150	female	male	S42F150	0.8273	0
S42F200	female	male	S42F200	0.7988	0
S42F250	female	male	S42F250	0.905	0
S42F300	female	male	S42F300	1.0116	0
S42F350	female	male	S42F350	1.1706	0
S42F400	female	male	S42F400	0.982	0
S42F450	female	male	S42F450	0.8429	0
S42F1000	female	male	S42F1000	0.5237	0
S42F5000	female	male	S42F5000	0.9739	0
S42F10000	female	male	S42F10000	0.8774	0.0139
S42F100000	female	male	S42F100000	0.8287	0.0059
S42F1000000	female	male	S42F1000000	0.8524	0.0126
S42M150	male	female	S42M150	1.2779	0
S42M200	male	female	S42M200	0.3847	0
S42M250	male	female	S42M250	0.3207	0.9089
S42M300	male	female	S42M300	0.2613	0
S42M350	male	female	S42M350	0.1068	0
S42M400	male	female	S42M400	0.3045	0.6817
S42M450	male	female	S42M450	0.4393	1.2119
S42M1000	male	female	S42M1000	0.2434	0.6817
S42M5000	male	female	S42M5000	0.5205	0.3797
S42M10000	male	female	S42M10000	0.4256	0.5655
S42M100000	male	female	S42M100000	0.4356	0.4548
S42M1000000	male	female	S42M1000000	0.425	0.4803
S43F150	female	male	S43F150	0.7399	0
S43F200	female	male	S43F200	0.4676	0
S43F250	female	male	S43F250	1.5549	0
S43F300	female	male	S43F300	1.3478	0
S43F350	female	male	S43F350	0.3578	0
S43F400	female	male	S43F400	0.7329	0
S43F450	female	male	S43F450	0.9454	0
S43F1000	female	male	S43F1000	0.8242	0
S43F5000	female	male	S43F5000	0.914	0
S43F10000	female	male	S43F10000	0.8896	0.0136
S43F100000	female	male	S43F100000	0.825	0.0118
S43F1000000	female	male	S43F1000000	0.8427	0.0128
S43M150	male	female	S43M150	1.2421	0
S43M200	male	female	S43M200	0.2055	1.3633
S43M250	male	female	S43M250	0.5991	0
S43M300	male	female	S43M300	0.577	0.4544
S43M350	male	female	S43M350	0.1271	0
S43M400	male	female	S43M400	0.4073	0.9089
S43M450	male	female	S43M450	0.2481	1.0907
S43M1000	male	female	S43M1000	0.3818	0
S43M5000	male	female	S43M5000	0.4728	0.384
S43M10000	male	female	S43M10000	0.4017	0.5058
S43M100000	male	female	S43M100000	0.4287	0.518
S43M1000000	male	female	S43M1000000	0.4178	0.4857
S44F150	female	male	S44F150	0.8041	0
S44F200	female	male	S44F200	0.8259	0
S44F250	female	male	S44F250	1.3075	0
S44F300	female	male	S44F300	0.6694	0
S44F350	female	male	S44F350	0.8353	0
S44F400	female	male	S44F400	0.5866	0
S44F450	female	male	S44F450	0.6633	0
S44F1000	female	male	S44F1000	0.8256	0
S44F5000	female	male	S44F5000	0.7848	0
S44F10000	female	male	S44F10000	0.8276	0
S44F100000	female	male	S44F100000	0.8189	0.0193
S44F1000000	female	male	S44F1000000	0.8382	0.0122
S44M150	male	female	S44M150	0.6644	0
S44M200	male	female	S44M200	0.5251	0
S44M250	male	female	S44M250	0.6756	0
S44M300	male	female	S44M300	0.2562	0
S44M350	male	female	S44M350	0.5076	0.9089
S44M400	male	female	S44M400	0.7296	0
S44M450	male	female	S44M450	0.5129	0
S44M1000	male	female	S44M1000	0.3966	0.4544
S44M5000	male	female	S44M5000	0.4531	0.5137
S44M10000	male	female	S44M10000	0.4345	0.4443
S44M100000	male	female	S44M100000	0.4316	0.4803
S44M1000000	male	female	S44M1000000	0.4203	0.4763
S45F150	female	male	S45F150	0.5947	0
S45F200	female	male	S45F200	0.959	0
S45F250	female	male	S45F250	1.3002	0
S45F300	female	male	S45F300	1.3374	0
S45F350	female	male	S45F350	1.3821	0
S45F400	female	male	S45F400	1.5839	0
S45F450	female	male	S45F450	0.9475	0.2727
S45F1000	female	male	S45F1000	0.8526	0
S45F5000	female	male	S45F5000	0.9574	0
S45F10000	female	male	S45F10000	0.9005	0.027
S45F100000	female	male	S45F100000	0.8432	0.0173
S45F1000000	female	male	S45F1000000	0.8439	0.0133
S45M150	male	female	S45M150	0.5197	0
S45M200	male	female	S45M200	0.38	0.9089
S45M250	male	female	S45M250	0.8743	0
S45M300	male	female	S45M300	0.5584	0
S45M350	male	female	S45M350	0.3718	0.6817
S45M400	male	female	S45M400	0.4407	0
S45M450	male	female	S45M450	0.0877	1.8178
S45M1000	male	female	S45M1000	0.4951	0.6817
S45M5000	male	female	S45M5000	0.5415	0.404
S45M10000	male	female	S45M10000	0.4306	0.4163
S45M100000	male	female	S45M100000	0.4055	0.4855
S45M1000000	male	female	S45M1000000	0.4114	0.484
S46F150	female	male	S46F150	0.2887	0
S46F200	female	male	S46F200	2.3695	0
S46F250	female	male	S46F250	0.553	0
S46F300	female	male	S46F300	1.2328	0
S46F350	female	male	S46F350	0.4653	0
S46F400	female	male	S46F400	0.355	0
S46F450	female	male	S46F450	0.9499	0
S46F1000	female	male	S46F1000	0.6107	0
S46F5000	female	male	S46F5000	0.8544	0
S46F10000	female	male	S46F10000	0.7996	0
S46F100000	female	male	S46F100000	0.8585	0.0114
S46F1000000	female	male	S46F1000000	0.8351	0.0123
S46M150	male	female	S46M150	0.3075	0
S46M200	male	female	S46M200	0	2.7267
S46M250	male	female	S46M250	0.8663	0.3895
S46M300	male	female	S46M300	0.4062	0
S46M350	male	female	S46M350	0.7488	0
S46M400	male	female	S46M400	0.0955	1.3633
